Time (sec),Calculated Load (g/rev),CL Fuel Target (AFR),Comm Fuel Final (AFR),CVT Temp (F),Dyn. Adv. Mult (DAM),Feedback Knock (�),Fine Knock Learn (�),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (Gear),Intake Temp Manifold (F),MAF Corr. (g/s),Boost (psi),Oil Temp (F),Req. Torque (Nm),TD Boost Error (psi),TGV Map Ratio (mult),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Accel. Position (%),Baro. Pressure (psi),Coolant Temp (F),Ignition Timing (�),Inj. Duty Cycle (%),Intake Temp (F),MAF Volt. (V),RPM (RPM),Throttle Pos. (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.3.0-19504][2016 USDM WRX CVT][Reflash: Stage1 91 v301.ptm - Realtime: Stage1 91 v301.ptm]
37.297,0.08,13.62,12.80,120,0.438,0.00,0.00,394,438,4,55,5.31,-12.47,184,0.00,0.50,1.000,0.00,17.19,17.51,0.0,14.50,190,19.50,1.56,37,1.14,3645,7.5,0.00,0
37.321,0.08,13.64,12.80,120,0.438,0.00,0.00,396,438,4,55,5.32,-12.30,184,0.00,0.67,1.000,0.00,17.19,17.78,0.0,14.50,190,19.50,1.55,37,1.14,3642,7.5,0.00,0
37.345,0.08,13.68,12.80,120,0.438,0.00,0.00,384,438,4,55,5.33,-12.39,184,0.00,0.58,1.000,0.00,17.19,17.90,0.0,14.50,190,19.50,1.55,37,1.14,3639,7.5,0.00,0
37.360,0.08,13.68,12.80,120,0.438,0.00,0.00,370,438,4,55,5.32,-12.30,184,0.00,0.58,1.000,0.00,17.19,18.07,0.0,14.50,190,19.50,1.55,37,1.12,3635,7.5,0.00,0
37.385,0.08,13.72,12.80,120,0.438,0.00,0.00,387,438,4,55,5.33,-12.27,184,0.00,0.46,1.000,0.00,17.19,18.38,0.0,14.50,190,19.50,1.55,37,1.12,3637,7.5,0.00,0
37.397,0.08,13.74,12.80,120,0.438,0.00,0.00,400,438,4,55,5.30,-12.40,184,0.00,0.59,1.000,0.00,17.19,18.66,0.0,14.50,190,19.50,1.55,37,1.12,3635,7.5,0.00,0
37.422,0.08,13.76,12.80,120,0.438,0.00,0.00,419,438,4,55,5.30,-12.26,184,0.00,0.34,1.000,0.00,17.19,18.96,0.0,14.50,190,19.50,1.55,37,1.12,3632,7.5,0.00,0
37.435,0.08,13.78,12.80,120,0.438,0.00,0.00,398,438,4,55,5.28,-12.40,184,0.00,0.59,1.000,0.00,17.19,19.08,0.0,14.50,190,19.50,1.55,37,1.10,3629,7.5,0.00,0
37.453,0.08,13.78,12.80,120,0.438,0.00,0.00,363,438,4,55,5.25,-12.24,184,0.00,0.59,1.000,0.00,17.19,19.40,0.0,14.50,190,19.50,1.55,37,1.10,3625,7.5,0.00,0
37.467,0.08,13.83,12.80,120,0.438,0.00,0.00,369,438,4,55,5.23,-12.31,184,0.00,0.46,1.000,0.00,17.19,19.77,0.0,14.50,190,19.50,1.55,37,1.12,3622,7.5,0.00,0
37.495,0.08,13.85,12.80,120,0.438,0.00,0.00,367,438,4,55,5.22,-12.28,184,0.00,0.46,1.000,0.00,17.19,20.52,0.0,14.50,190,19.50,1.55,37,1.12,3617,7.5,0.00,0
37.520,0.08,13.85,12.80,120,0.438,0.00,0.00,370,438,4,55,5.22,-12.22,184,0.00,0.46,1.000,0.00,17.19,20.76,0.0,14.50,190,19.50,1.54,37,1.12,3615,7.5,0.00,0
37.533,0.08,13.89,12.80,120,0.438,0.00,0.00,372,438,4,55,5.23,-12.37,184,0.00,0.55,1.000,0.00,17.19,21.12,0.0,14.50,190,19.50,1.54,37,1.12,3613,7.5,0.00,0
37.556,0.08,13.91,12.80,120,0.438,0.00,0.00,376,438,4,55,5.24,-12.16,184,0.00,0.34,1.000,0.00,17.19,21.53,0.0,14.50,190,19.50,1.54,37,1.12,3614,7.5,0.00,0
37.580,0.08,13.93,12.80,120,0.438,0.00,0.00,377,438,4,55,5.25,-12.33,184,0.00,0.43,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.54,37,1.12,3614,7.5,0.00,0
37.605,0.08,13.95,12.80,120,0.438,0.00,0.00,377,438,4,55,5.25,-12.04,184,0.00,0.22,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.54,37,1.10,3613,7.5,0.00,0
37.626,0.08,13.97,12.80,120,0.438,0.00,0.00,381,438,4,55,5.24,-12.21,184,0.00,0.31,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.54,37,1.10,3611,7.5,0.00,0
37.650,0.08,13.99,12.80,120,0.438,0.00,0.00,382,438,4,55,5.21,-12.00,184,0.00,0.49,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.54,37,1.14,3607,7.5,0.00,0
37.675,0.08,14.01,12.80,120,0.438,0.00,0.00,382,438,4,55,5.21,-12.21,184,0.00,0.17,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.54,37,1.22,3603,7.5,0.00,0
37.698,0.08,14.03,12.80,120,0.438,0.00,0.00,382,438,4,55,5.21,-12.14,184,0.00,0.40,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.54,37,1.22,3600,7.5,0.00,0
37.711,0.08,14.07,12.80,120,0.438,0.00,0.00,388,438,4,55,5.21,-12.19,184,0.00,0.28,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.53,37,1.20,3595,7.5,0.00,0
37.738,0.08,14.09,12.80,120,0.438,0.00,0.00,388,438,4,55,5.21,-12.29,184,0.00,0.46,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.53,37,1.20,3593,7.5,0.00,0
37.761,0.08,14.11,12.80,120,0.438,0.00,0.00,393,438,4,55,5.22,-12.19,184,0.00,0.14,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.53,37,1.16,3593,7.5,0.00,0
37.796,0.08,14.15,12.80,120,0.438,0.00,0.00,393,438,4,55,5.21,-12.14,184,0.00,0.31,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.53,37,1.06,3592,7.5,0.00,0
37.820,0.08,14.15,12.80,120,0.438,0.00,0.00,393,438,4,55,5.21,-12.10,184,0.00,0.31,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.53,37,1.06,3593,7.5,0.00,0
37.833,0.08,14.19,12.80,120,0.438,0.00,0.00,398,438,4,55,5.20,-12.29,184,0.00,0.46,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.53,37,1.12,3593,7.5,0.00,0
37.858,0.08,14.19,12.80,120,0.438,0.00,0.00,398,438,4,55,5.20,-12.09,184,0.00,0.46,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.53,37,1.12,3593,7.5,0.00,0
37.879,0.08,14.21,12.80,120,0.438,0.00,0.00,398,438,4,55,5.18,-12.17,184,0.00,0.25,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.53,37,1.04,3590,7.5,0.00,0
37.894,0.08,14.23,12.80,120,0.438,0.00,0.00,398,438,4,55,5.17,-12.18,184,0.00,0.38,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.53,37,1.04,3588,7.5,0.00,0
37.918,0.08,14.25,12.80,120,0.438,0.00,0.00,403,438,4,55,5.15,-12.13,184,0.00,0.35,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.53,37,1.04,3586,7.5,0.00,0
37.932,0.08,14.29,12.80,120,0.438,0.00,0.00,403,438,4,55,5.13,-12.29,184,0.00,0.46,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.53,37,1.04,3584,7.5,0.00,0
37.963,0.08,14.32,12.80,120,0.438,0.00,0.00,403,438,4,55,5.10,-12.12,184,0.00,0.25,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.53,37,1.00,3581,7.5,0.00,0
37.992,0.08,14.34,12.80,120,0.438,0.00,0.00,403,438,4,55,5.08,-12.19,184,0.00,0.33,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.53,37,1.00,3575,7.5,0.00,0
37.997,0.08,14.36,12.80,120,0.438,0.00,0.00,409,438,4,55,5.06,-12.24,184,0.00,0.41,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.53,37,1.14,3571,7.5,0.00,0
38.012,0.08,14.38,12.80,120,0.438,0.00,0.00,409,438,4,55,5.06,-12.03,184,0.00,0.20,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.53,37,1.14,3571,7.5,0.00,0
38.041,0.08,14.38,12.80,120,0.438,0.00,0.00,409,438,4,55,5.05,-12.24,184,0.00,0.20,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.52,37,1.08,3570,7.5,0.00,0
38.055,0.08,14.42,12.80,120,0.438,0.00,0.00,414,438,4,55,5.04,-12.10,184,0.00,0.28,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.52,37,1.08,3569,7.5,0.00,0
38.069,0.08,14.44,12.80,120,0.438,0.00,0.00,414,438,4,55,5.02,-12.09,184,0.00,0.27,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.52,37,1.06,3566,7.5,0.00,0
38.092,0.08,14.46,12.80,120,0.438,0.00,0.00,414,438,4,55,5.01,-12.26,184,0.00,0.44,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.52,37,1.06,3566,7.5,0.00,0
38.117,0.08,14.46,12.80,120,0.438,0.00,0.00,414,438,4,55,5.01,-12.05,184,0.00,0.44,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.52,37,1.08,3566,7.5,0.00,0
38.131,0.08,14.48,12.80,120,0.438,0.00,0.00,418,438,4,55,5.00,-12.14,184,0.00,0.23,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.52,37,1.08,3564,7.5,0.00,0
38.156,0.08,14.50,12.80,120,0.438,0.00,0.00,419,438,4,55,5.00,-12.12,184,0.00,0.32,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.52,37,1.12,3563,7.5,0.00,0
38.170,0.08,14.52,12.80,120,0.438,0.00,0.00,419,438,4,55,5.00,-12.04,184,0.00,0.30,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.52,37,1.12,3562,7.5,0.00,0
38.184,0.08,14.54,12.80,120,0.438,0.00,0.00,419,438,4,55,4.98,-12.17,184,0.00,0.22,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.52,37,1.08,3558,7.5,0.00,0
38.217,0.08,14.56,12.80,120,0.438,0.00,0.00,423,438,4,55,4.96,-12.06,184,0.00,0.40,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.52,37,1.08,3555,7.5,0.00,0
38.226,0.08,14.58,12.80,120,0.438,0.00,0.00,425,438,4,55,4.96,-12.06,184,0.00,0.24,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.52,37,1.06,3555,7.5,0.00,0
38.250,0.08,14.60,12.80,120,0.438,0.00,0.00,425,438,4,55,4.94,-12.16,184,0.00,0.24,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.52,37,1.06,3552,7.5,0.00,0
38.268,0.08,14.62,12.80,120,0.438,0.00,0.00,425,438,4,55,4.94,-12.04,184,0.00,0.42,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.51,37,1.02,3551,7.5,0.00,0
38.292,0.08,14.66,12.80,120,0.438,0.00,0.00,425,438,4,55,4.91,-12.15,184,0.00,0.29,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.51,37,1.02,3546,7.5,0.00,0
38.312,0.08,14.66,12.80,120,0.438,0.00,0.00,430,438,4,55,4.90,-12.22,184,0.00,0.29,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.51,37,1.08,3544,7.5,0.00,0
38.326,0.08,14.66,12.80,120,0.438,0.00,0.00,430,438,4,55,4.89,-11.97,184,0.00,0.16,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.51,37,1.08,3543,7.5,0.00,0
38.356,0.08,14.66,12.80,120,0.438,0.00,0.00,430,438,4,55,4.89,-12.18,184,0.00,0.16,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.51,37,1.10,3543,7.5,0.00,0
38.379,0.08,14.66,12.80,120,0.438,0.00,0.00,430,438,4,55,4.89,-12.13,184,0.00,0.31,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.51,37,1.10,3543,7.5,0.00,0
38.393,0.08,14.66,12.80,120,0.438,0.00,0.00,430,438,4,55,4.89,-12.06,184,0.00,0.31,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.51,37,1.14,3542,7.5,0.00,0
38.418,0.08,14.66,12.80,120,0.438,0.00,0.00,435,438,4,55,4.89,-12.13,184,0.00,0.25,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.51,37,1.14,3542,7.5,0.00,0
38.431,0.08,14.66,12.80,120,0.438,0.00,0.00,435,438,4,55,4.88,-11.94,184,0.00,0.22,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.51,37,1.02,3540,7.5,0.00,0
38.462,0.08,14.66,12.80,120,0.438,0.00,0.00,436,438,4,55,4.88,-12.11,184,0.00,0.22,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.51,37,1.02,3538,7.5,0.00,0
38.477,0.08,14.66,12.80,120,0.438,0.00,0.00,440,438,4,55,4.89,-12.23,184,0.00,0.41,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.51,37,1.12,3535,7.5,0.00,0
38.493,0.08,14.66,12.80,120,0.438,0.00,0.00,441,438,4,55,4.88,-12.01,184,0.00,0.20,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.51,37,1.12,3536,7.5,0.00,0
38.508,0.08,14.66,12.80,120,0.438,0.00,0.00,441,438,4,55,4.87,-12.12,184,0.00,0.26,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.51,37,1.08,3531,7.5,0.00,0
38.536,0.08,14.66,12.80,120,0.438,0.00,0.00,441,438,4,55,4.87,-12.21,184,0.00,0.40,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.51,37,1.08,3530,7.5,0.00,0
38.550,0.08,14.66,12.80,120,0.438,0.00,0.00,441,438,4,55,4.87,-12.00,184,0.00,0.19,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.51,37,1.08,3530,7.5,0.00,0
38.575,0.08,14.66,12.80,120,0.438,0.00,0.00,442,438,4,55,4.87,-12.11,184,0.00,0.28,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.51,37,1.08,3528,7.5,0.00,0
38.591,0.08,14.66,12.80,120,0.438,0.00,0.00,446,438,4,55,4.88,-12.19,184,0.00,0.37,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.50,37,1.20,3527,7.5,0.00,0
38.615,0.08,14.66,12.80,120,0.438,0.00,0.00,446,438,4,55,4.89,-11.93,184,0.00,0.37,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.50,37,1.20,3526,7.5,0.00,0
38.631,0.08,14.66,12.80,120,0.438,0.00,0.00,446,438,4,55,4.88,-12.10,184,0.00,0.12,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.50,37,1.18,3522,7.5,0.00,0
38.647,0.08,14.66,12.80,120,0.438,0.00,0.00,450,438,4,55,4.89,-12.14,184,0.00,0.29,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.50,37,1.18,3523,7.5,0.00,0
38.670,0.08,14.66,12.80,120,0.438,0.00,0.00,447,438,4,55,4.89,-12.00,184,0.00,0.33,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.50,37,1.08,3522,7.5,0.00,0
38.687,0.08,14.66,12.80,120,0.438,0.00,0.00,451,438,4,55,4.89,-12.11,184,0.00,0.19,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.50,37,1.08,3519,7.5,0.00,0
38.708,0.08,14.66,12.80,120,0.438,0.00,0.00,451,438,4,55,4.90,-12.20,184,0.00,0.34,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.50,37,1.12,3519,7.5,0.00,0
38.723,0.08,14.66,12.80,120,0.438,0.00,0.00,451,438,4,55,4.90,-12.00,184,0.00,0.27,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.50,37,1.12,3515,7.5,0.00,0
38.761,0.08,14.66,12.80,120,0.438,0.00,0.00,451,438,4,55,4.91,-12.09,184,0.00,0.19,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.50,37,1.16,3514,7.5,0.00,0
38.787,0.08,14.66,12.80,120,0.438,0.00,0.00,457,438,4,55,4.91,-12.04,184,0.00,0.23,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.50,37,1.16,3511,7.5,0.00,0
38.795,0.08,14.66,12.80,120,0.438,0.00,0.00,457,438,4,55,4.91,-12.03,184,0.00,0.22,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.50,37,1.08,3511,7.5,0.00,0
38.818,0.08,14.66,12.80,120,0.438,0.00,0.00,457,438,4,55,4.91,-12.18,184,0.00,0.37,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.50,37,1.08,3510,7.5,0.00,0
38.842,0.08,14.66,12.80,120,0.438,0.00,0.00,462,438,4,55,4.90,-11.96,184,0.00,0.21,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.50,37,1.08,3506,7.5,0.00,0
38.862,0.08,14.66,12.80,120,0.438,0.00,0.00,462,438,4,55,4.89,-12.07,184,0.00,0.22,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.50,37,1.08,3503,7.5,0.00,0
38.889,0.08,14.66,12.80,120,0.438,0.00,0.00,462,438,4,55,4.89,-12.20,184,0.00,0.36,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.49,37,1.14,3501,7.5,0.00,0
38.904,0.08,14.66,12.80,120,0.438,0.00,0.00,462,438,4,55,4.90,-12.05,184,0.00,0.20,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.49,37,1.12,3498,7.5,0.00,0
38.935,0.08,14.66,12.80,120,0.438,0.00,0.00,466,438,4,55,4.90,-12.06,184,0.00,0.25,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.49,37,1.12,3496,7.5,0.00,0
38.957,0.08,14.66,12.80,120,0.438,0.00,0.00,467,438,4,55,4.91,-12.01,184,0.00,0.34,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.49,37,1.14,3496,7.5,0.00,0
38.970,0.08,14.66,12.80,120,0.438,0.00,0.00,467,438,4,55,4.91,-12.06,184,0.00,0.22,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.49,37,1.14,3494,7.5,0.00,0
38.999,0.08,14.66,12.80,120,0.438,0.00,0.00,467,438,4,55,4.89,-12.14,184,0.00,0.34,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.49,37,1.12,3492,7.5,0.00,0
39.012,0.08,14.66,12.80,120,0.438,0.00,0.00,471,438,4,55,4.87,-12.02,184,0.00,0.22,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.49,37,1.12,3492,7.5,0.00,0
39.037,0.08,14.66,12.80,120,0.438,0.00,0.00,471,438,4,55,4.86,-12.00,184,0.00,0.19,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.49,37,1.00,3493,7.5,0.00,0
39.069,0.08,14.66,12.80,120,0.438,0.00,0.00,472,438,4,55,4.85,-12.15,184,0.28,0.37,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.49,37,1.00,3493,7.5,0.00,0
39.083,0.08,14.66,12.80,120,0.438,0.00,0.00,472,438,4,55,4.83,-11.96,184,0.28,0.27,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.49,37,1.06,3492,7.5,0.00,0
39.102,0.08,14.66,12.80,120,0.438,0.00,0.00,472,438,4,55,4.82,-12.06,184,0.28,0.21,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.49,37,1.10,3490,7.5,0.00,0
39.116,0.08,14.66,12.80,120,0.438,0.00,0.00,474,438,4,55,4.83,-12.21,184,0.28,0.35,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.49,37,1.10,3489,7.5,0.00,0
39.139,0.08,14.66,12.80,120,0.438,0.00,0.00,478,438,4,55,4.81,-11.96,184,0.28,0.29,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.49,37,1.10,3485,7.5,0.00,0
39.178,0.08,14.66,12.80,120,0.438,0.00,0.00,478,438,4,55,4.82,-12.07,184,0.28,0.19,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.49,37,1.10,3480,7.5,0.00,0
39.192,0.08,14.66,12.80,120,0.438,0.00,0.00,478,438,4,55,4.81,-12.14,184,0.28,0.36,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.48,37,1.12,3475,7.5,0.00,0
39.210,0.08,14.66,12.80,120,0.438,0.00,0.00,478,438,4,55,4.82,-11.99,184,0.28,0.21,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.48,37,1.12,3471,7.5,0.00,0
39.228,0.08,14.66,12.80,120,0.438,0.00,0.00,483,438,4,55,4.81,-12.06,184,0.28,0.29,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.48,37,1.10,3467,7.5,0.00,0
39.255,0.08,14.66,12.80,120,0.438,0.00,0.00,483,438,4,55,4.82,-12.18,184,0.28,0.29,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.48,37,1.10,3464,7.5,0.00,0
39.269,0.08,14.66,12.80,120,0.438,0.00,0.00,483,438,4,55,4.84,-11.94,184,0.28,0.17,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.48,37,1.12,3463,7.5,0.00,0
39.293,0.08,14.66,12.80,120,0.438,0.00,0.00,483,438,4,55,4.84,-12.04,184,0.28,0.17,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.48,37,1.12,3466,7.5,0.00,0
39.309,0.08,14.66,12.80,120,0.438,0.00,0.00,483,438,4,55,4.85,-12.10,184,0.41,0.27,1.000,0.00,17.19,22.20,0.0,14.50,190,19.50,1.48,37,1.06,3466,7.5,0.00,0
39.333,0.08,14.66,12.80,120,0.438,0.00,0.00,488,584,4,55,4.85,-11.95,184,1.10,0.41,1.000,0.00,17.19,22.20,1.2,14.50,190,19.50,1.48,37,1.06,3466,7.5,0.00,0
39.349,0.08,14.66,12.80,120,0.438,0.00,0.00,498,584,4,55,4.85,-12.07,184,1.20,0.22,1.000,0.00,17.19,22.20,1.6,14.50,190,20.00,0.74,37,1.08,3463,7.5,5.49,0
39.363,0.08,13.19,12.80,120,0.438,0.00,0.00,520,584,4,55,4.87,-12.05,184,1.60,0.36,1.000,0.00,17.19,22.20,2.0,14.50,190,20.00,0.74,37,1.08,3466,7.5,5.49,0
39.393,0.08,13.19,12.80,120,0.438,0.00,0.00,480,584,4,55,4.90,-12.01,184,2.21,0.46,1.000,0.00,17.19,22.20,2.4,14.50,190,21.00,0.74,37,1.08,3468,7.5,5.49,0
39.414,0.08,13.19,12.80,120,0.438,0.00,0.00,495,584,4,55,4.94,-12.06,184,3.61,0.43,1.000,0.00,17.19,22.20,2.7,14.50,190,21.00,0.74,37,1.08,3476,7.5,5.49,0
39.441,0.08,13.19,12.80,120,0.438,0.00,0.00,498,584,4,55,4.97,-12.18,184,4.21,0.66,1.000,0.00,17.19,22.20,3.1,14.50,190,21.50,0.74,37,1.12,3479,7.9,5.49,0
39.455,0.08,13.19,12.80,120,0.438,0.00,0.00,500,584,4,55,5.04,-12.11,184,5.16,0.65,1.000,0.00,17.19,22.20,3.5,14.50,190,21.50,0.74,37,1.12,3479,7.9,5.49,0
39.479,0.08,13.19,12.80,120,0.438,0.00,0.00,568,584,4,55,5.10,-12.06,184,5.49,0.63,1.000,0.00,17.19,22.20,3.5,14.50,190,22.50,0.74,37,1.16,3473,7.9,5.49,0
39.493,0.08,13.19,12.80,120,0.438,0.00,0.00,573,584,4,55,5.15,-12.16,184,5.34,0.71,1.000,0.00,17.19,22.20,3.5,14.50,190,22.50,0.74,37,1.16,3464,7.9,5.49,0
39.517,0.08,13.19,12.80,120,0.438,0.00,0.00,529,584,4,55,5.21,-12.19,184,5.20,0.74,1.000,0.00,17.19,22.20,3.5,14.50,190,23.50,0.74,37,1.20,3459,8.3,5.49,0
39.532,0.09,13.19,12.80,120,0.438,0.00,0.00,518,584,4,55,5.26,-12.01,184,5.21,0.56,1.000,0.00,17.19,22.20,3.5,14.50,190,23.50,0.74,37,1.20,3452,8.3,5.49,0
39.546,0.09,13.19,12.80,120,0.438,0.00,0.00,525,584,4,55,5.30,-12.11,184,5.36,0.56,1.000,0.00,17.19,22.20,3.5,14.50,190,24.00,0.74,37,1.22,3448,8.3,5.49,0
39.570,0.09,13.19,12.80,120,0.438,0.00,0.00,534,584,4,55,5.36,-12.23,184,6.15,0.85,1.000,0.00,17.19,22.20,3.9,14.50,190,24.00,0.74,37,1.22,3442,8.3,5.49,0
39.605,0.09,13.19,12.80,120,0.438,0.00,0.00,557,584,4,55,5.43,-12.09,184,6.44,0.64,1.000,0.00,17.19,22.20,5.5,14.50,190,25.00,0.73,37,1.22,3437,8.3,5.49,0
39.624,0.09,13.19,12.80,120,0.438,0.00,0.00,554,584,4,55,5.51,-12.07,184,13.65,0.87,1.000,0.00,17.19,22.20,6.7,14.50,190,25.50,0.73,37,1.22,3440,10.2,5.49,0
39.640,0.09,13.19,12.80,120,0.438,0.00,0.00,535,584,4,55,5.63,-12.16,184,16.41,1.36,1.000,0.00,17.19,22.20,7.8,14.50,190,25.50,0.73,37,1.22,3442,10.2,5.49,0
39.667,0.09,13.19,12.80,120,0.438,0.00,0.00,549,584,4,55,5.76,-11.87,184,18.70,1.41,1.000,0.00,17.19,22.20,9.0,14.50,190,25.50,0.73,37,1.22,3442,10.2,5.49,0
39.680,0.10,13.19,12.80,120,0.438,0.00,0.00,567,584,4,55,6.19,-11.87,184,19.00,1.32,1.000,0.00,17.19,22.20,9.0,14.50,190,26.50,1.47,37,1.28,3443,11.0,5.49,0
39.704,0.10,13.19,12.80,120,0.438,0.00,0.00,555,584,4,55,6.55,-11.77,184,18.83,1.32,1.000,0.00,17.19,22.20,9.0,14.50,190,26.50,1.47,37,1.28,3444,11.0,5.49,0
39.720,0.12,13.19,12.80,120,0.438,0.00,0.00,566,584,4,55,7.06,-11.50,184,19.12,1.20,1.000,0.00,17.19,22.20,9.0,14.50,190,27.00,1.47,37,1.52,3444,11.0,5.49,0
39.738,0.12,13.19,12.80,120,0.438,0.00,0.00,549,584,4,55,7.39,-11.37,184,19.54,0.88,1.000,0.00,17.19,22.09,9.4,14.50,190,27.00,1.47,37,1.52,3449,11.0,5.49,0
39.756,0.13,13.19,12.80,120,0.438,0.00,0.00,531,584,4,55,7.74,-11.40,184,26.10,1.06,1.000,0.00,17.19,20.45,10.2,14.50,190,27.50,1.47,37,1.52,3453,11.4,5.49,0
39.770,0.13,13.19,12.80,120,0.438,0.00,0.00,569,584,4,55,8.09,-11.43,184,33.59,1.88,1.000,0.00,17.19,19.79,10.6,14.50,190,27.50,1.47,37,1.52,3453,11.4,5.49,0
39.793,0.14,13.19,12.80,120,0.438,0.00,0.00,564,584,4,55,8.72,-11.10,184,42.19,2.12,1.000,0.00,17.19,18.82,11.0,14.50,190,28.50,1.47,37,1.50,3453,13.4,5.49,0
39.813,0.16,13.19,12.80,120,0.438,0.00,0.00,558,584,4,55,9.62,-10.90,184,48.51,2.39,1.000,0.00,17.19,18.11,11.4,14.50,190,28.50,1.47,37,1.50,3457,13.4,5.49,0
